INFO     | 2026-05-16 17:53:15,166 | FILECACHE                | FileMetadataCache updated for file [3DBenchy_PLA_25m51s.gcode]; est time: 1551.0, size: 3958, filament usage: 3527, gcode bytes: 125602-4031773
INFO     | 2026-05-16 18:09:33,430 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 48loux136z19)
INFO     | 2026-05-16 18:09:37,684 | DATABASE                 | Updating presence
ERROR    | 2026-05-16 18:09:41,852 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:09:42,351 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '568', 'CurrentLayer': '83', 'TotalLayers': '200', 'progress_percent': '56', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:09:42,352 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:09:57,157 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:09:57,654 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '550', 'CurrentLayer': '85', 'TotalLayers': '200', 'progress_percent': '57', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:09:57,655 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:10:07,428 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:10:07,931 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '540', 'CurrentLayer': '85', 'TotalLayers': '200', 'progress_percent': '58', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:10:07,932 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:10:07,933 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:10:22,474 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:10:22,976 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '521', 'CurrentLayer': '87', 'TotalLayers': '200', 'progress_percent': '59', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:10:22,978 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:10:22,979 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:10:32,754 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:10:33,256 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '508', 'CurrentLayer': '93', 'TotalLayers': '200', 'progress_percent': '60', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:10:33,258 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:10:33,259 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:10:33,266 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "Hewv4VdccqVXV4dZHbCbeiSP1OLRW8oXvOmA034BgsMCt84eAhiaEfKAsibg3UcIwsf5R3tv7EZA5SihOUOFDjVJWZPCIdWgbmTv7LqetVnTQWglFzuCfjPRIN+DDgFkpeIwfVlHinjVCNLSJv0jIekPtMH4euALD9TsxBUbbCewep1v5TU0PUwHIzid7VCNaEx6DUw6qQu3dB75hX5W48yjSIepMrBmuB3lkenSxr6ieewSCC8kBcNOT70k7b7x", "apnsData": null}
INFO     | 2026-05-16 18:10:34,104 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: p4bt9g11y51r)
ERROR    | 2026-05-16 18:10:43,038 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:10:43,545 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '495', 'CurrentLayer': '91', 'TotalLayers': '200', 'progress_percent': '61', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:10:43,547 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:10:53,821 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:10:54,327 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '482', 'CurrentLayer': '92', 'TotalLayers': '200', 'progress_percent': '62', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:10:54,328 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:11:04,108 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:11:04,611 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '471', 'CurrentLayer': '94', 'TotalLayers': '200', 'progress_percent': '63', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:11:04,612 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:11:04,614 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:11:19,163 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:11:19,664 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '455', 'CurrentLayer': '100', 'TotalLayers': '200', 'progress_percent': '64', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:11:19,665 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:11:19,667 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:11:29,709 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:11:30,216 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '445', 'CurrentLayer': '96', 'TotalLayers': '200', 'progress_percent': '65', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:11:30,217 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:11:30,218 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:11:30,225 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "UUSmCEZNtVCWLM/35n23LIRZaA8hfAa+a19e6px9USV4v+UL/HBFNCI7+jm6IPqDwzxz3nxzWonv4g7kGKbrdStxxkGKtlV7gMdQXxTT1RHdai3fHKpEz+foJRve26eX8jv3sgAD5ssCz4vj9rUavEd4IAJYqPzEZo7do/2IbD2dQ8Ug2cAzCILhsZtjno8vhOKPDiRoCn6NYr+0rJj3Hxoa7KwKDErJtpmkl//578OKMMTfmq47xNV0VxfFvZCO", "apnsData": null}
INFO     | 2026-05-16 18:11:31,005 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 48lobbr408c1)
ERROR    | 2026-05-16 18:11:39,996 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:11:40,494 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '432', 'CurrentLayer': '98', 'TotalLayers': '200', 'progress_percent': '66', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:11:40,495 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:11:55,283 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:11:55,788 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '418', 'CurrentLayer': '100', 'TotalLayers': '200', 'progress_percent': '67', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:11:55,790 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:12:10,357 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:12:10,858 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '403', 'CurrentLayer': '101', 'TotalLayers': '200', 'progress_percent': '68', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:12:10,859 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:12:10,860 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:12:20,385 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:12:20,894 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '393', 'CurrentLayer': '103', 'TotalLayers': '200', 'progress_percent': '69', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:12:20,895 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:12:20,897 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:12:35,683 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:12:36,185 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '379', 'CurrentLayer': '105', 'TotalLayers': '200', 'progress_percent': '70', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:12:36,186 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:12:36,187 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:12:36,193 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "5yc67HZnZoN7w7vQ+v3hCzVErAkmerM46Oizd26W0MV8EMBu9II93FzS7ZoLuxEh64U06gf48fkPTg0D4C8CNLpWpa8WNM2DKCxAWQvrdgTTg+OmDrVwaX+qp5rgWyT33EoyoxxpphFbGP0xSpTM1m4eo9KbATfaoSY+mCA+H8rST4x1lbUy+UpdpqbALqbAKnnS1qdFMpvKRmIrg6AXbjy5yMMdGJDPmG1UKH/v3jkLUSfFo7K3hSQF0h+yZbbrn+4UmGetp4Bd5j0T0qUJpA==", "apnsData": null}
INFO     | 2026-05-16 18:12:37,134 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: 65lwi5c2ztzx)
ERROR    | 2026-05-16 18:12:45,972 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:12:46,472 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '369', 'CurrentLayer': '111', 'TotalLayers': '200', 'progress_percent': '71', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:12:46,473 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:13:01,524 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:13:02,032 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '355', 'CurrentLayer': '113', 'TotalLayers': '200', 'progress_percent': '72', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:13:02,033 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:13:11,827 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:13:12,330 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '345', 'CurrentLayer': '115', 'TotalLayers': '200', 'progress_percent': '73', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:13:12,331 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:13:12,332 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:13:27,624 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:13:28,127 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '332', 'CurrentLayer': '118', 'TotalLayers': '200', 'progress_percent': '74', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:13:28,128 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:13:28,129 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:13:34,431 | DATABASE                 | Updating presence
ERROR    | 2026-05-16 18:13:43,162 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:13:43,667 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '317', 'CurrentLayer': '117', 'TotalLayers': '200', 'progress_percent': '75', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:13:43,668 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:13:43,669 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:13:43,676 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "BYkRvL1XIu/zqnQ+Qn5Sz3JmyEPB3iY+VZ3eE/5VqXRyfRL/uRkaec2aV65sXm+0OYI9IB/MVWTmg13cFoUMrwkTU+lF+d7hP++kmn+uCz6npXeTDaYQc89EDJx+DPwfFJ7l5vaRuaUh4gKUZP0PaM3NlawWGuCpK0SKOhrarCVduadT3IFFOzr+AV+ZUc1xS5JjIfxCrFb0dN5Bj+BwzOrdELDfILmFwwR/1iQWjLkYBgOO3agSHWZkdD47zuzz", "apnsData": null}
INFO     | 2026-05-16 18:13:44,783 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: g5vpbampux78)
ERROR    | 2026-05-16 18:13:53,443 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:13:53,950 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '307', 'CurrentLayer': '119', 'TotalLayers': '200', 'progress_percent': '76', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:13:53,952 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:14:08,731 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:14:09,234 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '291', 'CurrentLayer': '124', 'TotalLayers': '200', 'progress_percent': '77', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:14:09,236 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:14:18,764 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:14:19,265 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '279', 'CurrentLayer': '126', 'TotalLayers': '200', 'progress_percent': '78', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:14:19,266 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:14:19,267 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:14:29,306 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:14:29,801 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '265', 'CurrentLayer': '128', 'TotalLayers': '200', 'progress_percent': '79', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:14:29,802 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:14:29,803 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:14:37,706 | DATABASE                 | Updating presence
ERROR    | 2026-05-16 18:14:39,575 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:14:40,078 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '254', 'CurrentLayer': '130', 'TotalLayers': '200', 'progress_percent': '80', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:14:40,079 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:14:40,080 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:14:40,087 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "vH6eiFOhLnn7vtRRRak9MEp6H0KEnIonsgcmet6DeLBrlxPU1XXdk/Om+1abGCJgkRc8uNXekNLJazZpj7KD1HdCnZ/fzk9cT17ZKOwczo9uLbY8EVYt/m1rNWNAY0Yn6qhn52VAJErwIZg/VZ6P3CksXolmkKBYC5cWuL8V75UBNdCfJM63ML2hv8GEkd4EUVcHnzrgxXeoynWQQOCLZlNV9zwBs0yUCyTOOKkxg6iXJIQ5Mm6Lbzf5ewMP5DdUTBphB/v+5iAFEYVhXHYG/A==", "apnsData": null}
INFO     | 2026-05-16 18:14:41,334 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: et1uodcm2d3h)
ERROR    | 2026-05-16 18:14:54,628 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:14:55,119 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '240', 'CurrentLayer': '132', 'TotalLayers': '200', 'progress_percent': '81', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:14:55,121 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:15:09,684 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:15:10,168 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '228', 'CurrentLayer': '134', 'TotalLayers': '200', 'progress_percent': '82', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:15:10,170 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:15:10,171 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:15:19,697 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:15:20,197 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '217', 'CurrentLayer': '136', 'TotalLayers': '200', 'progress_percent': '83', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:15:20,198 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:15:20,200 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:15:29,976 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:15:30,478 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '203', 'CurrentLayer': '139', 'TotalLayers': '200', 'progress_percent': '84', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:15:30,479 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:15:30,481 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:15:40,007 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:15:40,509 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '190', 'CurrentLayer': '142', 'TotalLayers': '200', 'progress_percent': '85', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:15:40,510 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:15:40,511 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:15:40,518 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "3ud0vP/NcUYR5YY+uBjueEWhHf4LNeJMqUH+a+KF7cD2+RJa6gkxrdWP7in9OnE0msrf75rmIxpwkLd6wCyi6RriWy2icmnm1zEE6y4y2FwVngcmPJKxUxF1mcvzAtc9mO1s/Zkll1nRPcSBpMi6WBvoKRWqJWO1+Z5NYddtbfDFD+pXjZvmZxVew779eYW1dpel72tdikTIXASWB04szGJxS8mebv2A+1bnpVeSTa4iIhm3fyQ1Xyz5lLU5hxhzrh32kjl8ybv9JTvwgPVCuA==", "apnsData": null}
INFO     | 2026-05-16 18:15:41,340 | CLIENT/SENDER            | Send to 2 was success {'success': True, 'invalidTokens': []} (Execution ID: et1uqdezuehm)
ERROR    | 2026-05-16 18:15:55,321 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:15:55,819 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '177', 'CurrentLayer': '146', 'TotalLayers': '200', 'progress_percent': '86', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:15:55,820 | CLIENT/SENDER            | Preparing notification for progress
ERROR    | 2026-05-16 18:16:10,355 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:16:10,858 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '161', 'CurrentLayer': '149', 'TotalLayers': '200', 'progress_percent': '87', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:16:10,859 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:16:10,861 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:16:20,383 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:16:20,885 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '149', 'CurrentLayer': '151', 'TotalLayers': '200', 'progress_percent': '88', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:16:20,886 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:16:20,887 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:16:30,659 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:16:31,166 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '137', 'CurrentLayer': '154', 'TotalLayers': '200', 'progress_percent': '89', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:16:31,168 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:16:31,169 | CLIENT/SENDER            | Finding targets for event=progress
ERROR    | 2026-05-16 18:16:55,732 | CLIENT                   | NotificationsHandler failed to get the print info for the current print.
INFO     | 2026-05-16 18:16:56,234 | CLIENT                   | Sending progress ({'Event': 'progress', 'time_remaining_sec': '126', 'CurrentLayer': '155', 'TotalLayers': '200', 'progress_percent': '90', 'duration_sec': '0.0'})
INFO     | 2026-05-16 18:16:56,236 | CLIENT/SENDER            | Preparing notification for progress
INFO     | 2026-05-16 18:16:56,237 | CLIENT/SENDER            | Finding targets for event=progress
INFO     | 2026-05-16 18:16:56,243 | CLIENT/SENDER            | Sending notification: {"targets": [{"fcmToken": "cL53-WiGS2qbWjZUJoPuYH:APA91bHXXzbN1KiTmwens_hhJQxIP-6VLBnLZskwSg5_r3o55XXQiLzzyy5alzcfUx5myKowjlG_k-4KKcnkyaMvbxUrR4zCF3VxNJmdnA539hhRwOobpjg", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}, {"fcmToken": "etQCcpSvRaCjjPGvjmlkUg:APA91bFAgfdshIaF30W2Yzy76l9WNqDAjc01VUP8bR_Jff_BY0SV4kZ_T3vPG2-z-cCztE9MwzAdv9yYo367RzzC8-AvFHdy4aURXxZkS3tVR1OaM8kRzWw", "fcmTokenFallback": null, "instanceId": "6eab08df-4abe-4d64-b361-2c96bd61e4fd"}], "highPriority": true, "androidData": "DF/NE9AZzsgPLTVfU1FHmR9OhUp5JIEMPgpKMsKB00EZJHo7qo8M3MwslWtlYBFvlsEGg0MhslvP2FM6K+ZKdIm+jCRGu9S5KGJx0M4HLknb/cZGhV2Yzxq4zoN/HXdXfDPQpbSLWQy6l0SO7C5511BTTf2ai/hGuiL0docz9Q4wznaIdRvigfE4sPmzJ3f8iIFD8ymaGEipqZdnuMqLcJsRu2IGPae9wCJywtYE9JnJPDrkOIcphvNuMD5Obi1J", "apnsData": null}
